INSERT INTO `lucky_cooperation`.`t_bi_warehouse_commodity_sale_shop_week` (`wh_dept_id`, `commodity_id`, `mark_type`, `type`, `year`, `week_id`, `amount`, `create_time`) VALUES 
(327193, 5352, 2, 10, 2023, 83, 140.7, '2023-06-01 00:00:00'),
(327193, 5352, 2, 20, 2023, 83, 140.7, '2023-06-01 00:00:00'),
(327193, 5352, 2, 30, 2023, 83, 281.4, '2023-06-01 00:00:00'),
(245971, 5990, 1, 10, 2023, 83, 140.7, '2023-06-01 00:00:00'),
(245971, 5990, 1, 20, 2023, 83, 140.7, '2023-06-01 00:00:00'),
(245971, 5990, 1, 30, 2023, 83, 281.4, '2023-06-01 00:00:00'),
(245971, 6192, 1, 10, 2023, 83, 140.7, '2023-06-01 00:00:00'),
(245971, 6192, 1, 20, 2023, 83, 140.7, '2023-06-01 00:00:00'),
(245971, 6192, 1, 30, 2023, 83, 281.4, '2023-06-01 00:00:00'),
(245971, 5352, 2, 10, 2023, 83, 140.7, '2023-06-01 00:00:00'),
(245971, 5352, 2, 20, 2023, 83, 140.7, '2023-06-01 00:00:00'),
(245971, 5352, 2, 30, 2023, 83, 281.4, '2023-06-01 00:00:00'),
(245871, 5990, 1, 10, 2023, 83, 140.7, '2023-06-01 00:00:00'),
(245871, 5990, 1, 20, 2023, 83, 140.7, '2023-06-01 00:00:00'),
(245871, 5990, 1, 30, 2023, 83, 281.4, '2023-06-01 00:00:00'),
(245871, 6192, 1, 10, 2023, 83, 140.7, '2023-06-01 00:00:00'),
(245871, 6192, 1, 20, 2023, 83, 140.7, '2023-06-01 00:00:00'),
(245871, 6192, 1, 30, 2023, 83, 281.4, '2023-06-01 00:00:00'),
(245871, 5352, 2, 10, 2023, 83, 140.7, '2023-06-01 00:00:00'),
(245871, 5352, 2, 20, 2023, 83, 140.7, '2023-06-01 00:00:00'),
(245871, 5352, 2, 30, 2023, 83, 281.4, '2023-06-01 00:00:00'),
(326932, 5990, 1, 10, 2023, 83, 140.7, '2023-06-01 00:00:00'),
(326932, 5990, 1, 20, 2023, 83, 140.7, '2023-06-01 00:00:00'),
(326932, 5990, 1, 30, 2023, 83, 281.4, '2023-06-01 00:00:00'),
(326932, 6192, 1, 10, 2023, 83, 140.7, '2023-06-01 00:00:00'),
(326932, 6192, 1, 20, 2023, 83, 140.7, '2023-06-01 00:00:00'),
(326932, 6192, 1, 30, 2023, 83, 281.4, '2023-06-01 00:00:00'),
(326932, 5352, 2, 10, 2023, 83, 140.7, '2023-06-01 00:00:00'),
(326932, 5352, 2, 20, 2023, 83, 140.7, '2023-06-01 00:00:00'),
(326932, 5352, 2, 30, 2023, 83, 281.4, '2023-06-01 00:00:00'),
(326327, 5990, 1, 10, 2023, 83, 140.7, '2023-06-01 00:00:00'),
(326327, 5990, 1, 20, 2023, 83, 140.7, '2023-06-01 00:00:00'),
(326327, 5990, 1, 30, 2023, 83, 281.4, '2023-06-01 00:00:00'),
(326327, 6192, 1, 10, 2023, 83, 140.7, '2023-06-01 00:00:00'),
(326327, 6192, 1, 20, 2023, 83, 140.7, '2023-06-01 00:00:00'),
(326327, 6192, 1, 30, 2023, 83, 281.4, '2023-06-01 00:00:00'),
(326327, 5352, 2, 10, 2023, 83, 140.7, '2023-06-01 00:00:00'),
(326327, 5352, 2, 20, 2023, 83, 140.7, '2023-06-01 00:00:00'),
(326327, 5352, 2, 30, 2023, 83, 281.4, '2023-06-01 00:00:00'),
(-1, 5990, 1, 10, 2023, 83, 703.5, '2023-06-01 00:00:00'),
(-1, 5990, 1, 20, 2023, 83, 703.5, '2023-06-01 00:00:00'),
(-1, 5990, 1, 30, 2023, 83, 1407.0, '2023-06-01 00:00:00'),
(-1, 6192, 1, 10, 2023, 83, 703.5, '2023-06-01 00:00:00'),
(-1, 6192, 1, 20, 2023, 83, 703.5, '2023-06-01 00:00:00'),
(-1, 6192, 1, 30, 2023, 83, 1407.0, '2023-06-01 00:00:00'),
(-1, 5352, 2, 10, 2023, 83, 703.5, '2023-06-01 00:00:00'),
(-1, 5352, 2, 20, 2023, 83, 703.5, '2023-06-01 00:00:00'),
(-1, 5352, 2, 30, 2023, 83, 1407.0, '2023-06-01 00:00:00'),
(327193, 5990, 1, 10, 2023, 84, 140.7, '2023-06-01 00:00:00'),
(327193, 5990, 1, 20, 2023, 84, 140.7, '2023-06-01 00:00:00'),
(327193, 5990, 1, 30, 2023, 84, 281.4, '2023-06-01 00:00:00'),
(327193, 6192, 1, 10, 2023, 84, 140.7, '2023-06-01 00:00:00'),
(327193, 6192, 1, 20, 2023, 84, 140.7, '2023-06-01 00:00:00'),
(327193, 6192, 1, 30, 2023, 84, 281.4, '2023-06-01 00:00:00'),
(327193, 5352, 2, 10, 2023, 84, 140.7, '2023-06-01 00:00:00'),
(327193, 5352, 2, 20, 2023, 84, 140.7, '2023-06-01 00:00:00'),
(327193, 5352, 2, 30, 2023, 84, 281.4, '2023-06-01 00:00:00'),
(245971, 5990, 1, 10, 2023, 84, 140.7, '2023-06-01 00:00:00'),
(245971, 5990, 1, 20, 2023, 84, 140.7, '2023-06-01 00:00:00'),
(245971, 5990, 1, 30, 2023, 84, 281.4, '2023-06-01 00:00:00'),
(245971, 6192, 1, 10, 2023, 84, 140.7, '2023-06-01 00:00:00'),
(245971, 6192, 1, 20, 2023, 84, 140.7, '2023-06-01 00:00:00'),
(245971, 6192, 1, 30, 2023, 84, 281.4, '2023-06-01 00:00:00'),
(245971, 5352, 2, 10, 2023, 84, 140.7, '2023-06-01 00:00:00'),
(245971, 5352, 2, 20, 2023, 84, 140.7, '2023-06-01 00:00:00'),
(245971, 5352, 2, 30, 2023, 84, 281.4, '2023-06-01 00:00:00'),
(245871, 5990, 1, 10, 2023, 84, 140.7, '2023-06-01 00:00:00'),
(245871, 5990, 1, 20, 2023, 84, 140.7, '2023-06-01 00:00:00'),
(245871, 5990, 1, 30, 2023, 84, 281.4, '2023-06-01 00:00:00'),
(245871, 6192, 1, 10, 2023, 84, 140.7, '2023-06-01 00:00:00'),
(245871, 6192, 1, 20, 2023, 84, 140.7, '2023-06-01 00:00:00'),
(245871, 6192, 1, 30, 2023, 84, 281.4, '2023-06-01 00:00:00'),
(245871, 5352, 2, 10, 2023, 84, 140.7, '2023-06-01 00:00:00'),
(245871, 5352, 2, 20, 2023, 84, 140.7, '2023-06-01 00:00:00'),
(245871, 5352, 2, 30, 2023, 84, 281.4, '2023-06-01 00:00:00'),
(326932, 5990, 1, 10, 2023, 84, 140.7, '2023-06-01 00:00:00'),
(326932, 5990, 1, 20, 2023, 84, 140.7, '2023-06-01 00:00:00'),
(326932, 5990, 1, 30, 2023, 84, 281.4, '2023-06-01 00:00:00'),
(326932, 6192, 1, 10, 2023, 84, 140.7, '2023-06-01 00:00:00'),
(326932, 6192, 1, 20, 2023, 84, 140.7, '2023-06-01 00:00:00'),
(326932, 6192, 1, 30, 2023, 84, 281.4, '2023-06-01 00:00:00'),
(326932, 5352, 2, 10, 2023, 84, 140.7, '2023-06-01 00:00:00'),
(326932, 5352, 2, 20, 2023, 84, 140.7, '2023-06-01 00:00:00'),
(326932, 5352, 2, 30, 2023, 84, 281.4, '2023-06-01 00:00:00'),
(326327, 5990, 1, 10, 2023, 84, 140.7, '2023-06-01 00:00:00'),
(326327, 5990, 1, 20, 2023, 84, 140.7, '2023-06-01 00:00:00'),
(326327, 5990, 1, 30, 2023, 84, 281.4, '2023-06-01 00:00:00'),
(326327, 6192, 1, 10, 2023, 84, 140.7, '2023-06-01 00:00:00'),
(326327, 6192, 1, 20, 2023, 84, 140.7, '2023-06-01 00:00:00'),
(326327, 6192, 1, 30, 2023, 84, 281.4, '2023-06-01 00:00:00'),
(326327, 5352, 2, 10, 2023, 84, 140.7, '2023-06-01 00:00:00'),
(326327, 5352, 2, 20, 2023, 84, 140.7, '2023-06-01 00:00:00'),
(326327, 5352, 2, 30, 2023, 84, 281.4, '2023-06-01 00:00:00'),
(-1, 5990, 1, 10, 2023, 84, 703.5, '2023-06-01 00:00:00'),
(-1, 5990, 1, 20, 2023, 84, 703.5, '2023-06-01 00:00:00'),
(-1, 5990, 1, 30, 2023, 84, 1407.0, '2023-06-01 00:00:00'),
(-1, 6192, 1, 10, 2023, 84, 703.5, '2023-06-01 00:00:00'),
(-1, 6192, 1, 20, 2023, 84, 703.5, '2023-06-01 00:00:00'),
(-1, 6192, 1, 30, 2023, 84, 1407.0, '2023-06-01 00:00:00'),
(-1, 5352, 2, 10, 2023, 84, 703.5, '2023-06-01 00:00:00'),
(-1, 5352, 2, 20, 2023, 84, 703.5, '2023-06-01 00:00:00'),
(-1, 5352, 2, 30, 2023, 84, 1407.0, '2023-06-01 00:00:00'),
(327193, 5990, 1, 10, 2023, 85, 140.7, '2023-06-01 00:00:00'),
(327193, 5990, 1, 20, 2023, 85, 140.7, '2023-06-01 00:00:00'),
(327193, 5990, 1, 30, 2023, 85, 281.4, '2023-06-01 00:00:00'),
(327193, 6192, 1, 10, 2023, 85, 140.7, '2023-06-01 00:00:00'),
(327193, 6192, 1, 20, 2023, 85, 140.7, '2023-06-01 00:00:00'),
(327193, 6192, 1, 30, 2023, 85, 281.4, '2023-06-01 00:00:00'),
(327193, 5352, 2, 10, 2023, 85, 140.7, '2023-06-01 00:00:00'),
(327193, 5352, 2, 20, 2023, 85, 140.7, '2023-06-01 00:00:00'),
(327193, 5352, 2, 30, 2023, 85, 281.4, '2023-06-01 00:00:00'),
(245971, 5990, 1, 10, 2023, 85, 140.7, '2023-06-01 00:00:00'),
(245971, 5990, 1, 20, 2023, 85, 140.7, '2023-06-01 00:00:00'),
(245971, 5990, 1, 30, 2023, 85, 281.4, '2023-06-01 00:00:00'),
(245971, 6192, 1, 10, 2023, 85, 140.7, '2023-06-01 00:00:00'),
(245971, 6192, 1, 20, 2023, 85, 140.7, '2023-06-01 00:00:00'),
(245971, 6192, 1, 30, 2023, 85, 281.4, '2023-06-01 00:00:00'),
(245971, 5352, 2, 10, 2023, 85, 140.7, '2023-06-01 00:00:00'),
(245971, 5352, 2, 20, 2023, 85, 140.7, '2023-06-01 00:00:00'),
(245971, 5352, 2, 30, 2023, 85, 281.4, '2023-06-01 00:00:00'),
(245871, 5990, 1, 10, 2023, 85, 140.7, '2023-06-01 00:00:00'),
(245871, 5990, 1, 20, 2023, 85, 140.7, '2023-06-01 00:00:00'),
(245871, 5990, 1, 30, 2023, 85, 281.4, '2023-06-01 00:00:00'),
(245871, 6192, 1, 10, 2023, 85, 140.7, '2023-06-01 00:00:00'),
(245871, 6192, 1, 20, 2023, 85, 140.7, '2023-06-01 00:00:00'),
(245871, 6192, 1, 30, 2023, 85, 281.4, '2023-06-01 00:00:00'),
(245871, 5352, 2, 10, 2023, 85, 140.7, '2023-06-01 00:00:00'),
(245871, 5352, 2, 20, 2023, 85, 140.7, '2023-06-01 00:00:00'),
(245871, 5352, 2, 30, 2023, 85, 281.4, '2023-06-01 00:00:00'),
(326932, 5990, 1, 10, 2023, 85, 140.7, '2023-06-01 00:00:00'),
(326932, 5990, 1, 20, 2023, 85, 140.7, '2023-06-01 00:00:00'),
(326932, 5990, 1, 30, 2023, 85, 281.4, '2023-06-01 00:00:00'),
(326932, 6192, 1, 10, 2023, 85, 140.7, '2023-06-01 00:00:00'),
(326932, 6192, 1, 20, 2023, 85, 140.7, '2023-06-01 00:00:00'),
(326932, 6192, 1, 30, 2023, 85, 281.4, '2023-06-01 00:00:00'),
(326932, 5352, 2, 10, 2023, 85, 140.7, '2023-06-01 00:00:00'),
(326932, 5352, 2, 20, 2023, 85, 140.7, '2023-06-01 00:00:00'),
(326932, 5352, 2, 30, 2023, 85, 281.4, '2023-06-01 00:00:00'),
(326327, 5990, 1, 10, 2023, 85, 140.7, '2023-06-01 00:00:00'),
(326327, 5990, 1, 20, 2023, 85, 140.7, '2023-06-01 00:00:00'),
(326327, 5990, 1, 30, 2023, 85, 281.4, '2023-06-01 00:00:00'),
(326327, 6192, 1, 10, 2023, 85, 140.7, '2023-06-01 00:00:00'),
(326327, 6192, 1, 20, 2023, 85, 140.7, '2023-06-01 00:00:00'),
(326327, 6192, 1, 30, 2023, 85, 281.4, '2023-06-01 00:00:00'),
(326327, 5352, 2, 10, 2023, 85, 140.7, '2023-06-01 00:00:00'),
(326327, 5352, 2, 20, 2023, 85, 140.7, '2023-06-01 00:00:00'),
(326327, 5352, 2, 30, 2023, 85, 281.4, '2023-06-01 00:00:00'),
(-1, 5990, 1, 10, 2023, 85, 703.5, '2023-06-01 00:00:00'),
(-1, 5990, 1, 20, 2023, 85, 703.5, '2023-06-01 00:00:00'),
(-1, 5990, 1, 30, 2023, 85, 1407.0, '2023-06-01 00:00:00'),
(-1, 6192, 1, 10, 2023, 85, 703.5, '2023-06-01 00:00:00'),
(-1, 6192, 1, 20, 2023, 85, 703.5, '2023-06-01 00:00:00'),
(-1, 6192, 1, 30, 2023, 85, 1407.0, '2023-06-01 00:00:00'),
(-1, 5352, 2, 10, 2023, 85, 703.5, '2023-06-01 00:00:00'),
(-1, 5352, 2, 20, 2023, 85, 703.5, '2023-06-01 00:00:00'),
(-1, 5352, 2, 30, 2023, 85, 1407.0, '2023-06-01 00:00:00'),
(327193, 5990, 1, 10, 2023, 86, 140.7, '2023-06-01 00:00:00'),
(327193, 5990, 1, 20, 2023, 86, 140.7, '2023-06-01 00:00:00'),
(327193, 5990, 1, 30, 2023, 86, 281.4, '2023-06-01 00:00:00'),
(327193, 6192, 1, 10, 2023, 86, 140.7, '2023-06-01 00:00:00'),
(327193, 6192, 1, 20, 2023, 86, 140.7, '2023-06-01 00:00:00'),
(327193, 6192, 1, 30, 2023, 86, 281.4, '2023-06-01 00:00:00'),
(327193, 5352, 2, 10, 2023, 86, 140.7, '2023-06-01 00:00:00'),
(327193, 5352, 2, 20, 2023, 86, 140.7, '2023-06-01 00:00:00'),
(327193, 5352, 2, 30, 2023, 86, 281.4, '2023-06-01 00:00:00'),
(245971, 5990, 1, 10, 2023, 86, 140.7, '2023-06-01 00:00:00'),
(245971, 5990, 1, 20, 2023, 86, 140.7, '2023-06-01 00:00:00'),
(245971, 5990, 1, 30, 2023, 86, 281.4, '2023-06-01 00:00:00'),
(245971, 6192, 1, 10, 2023, 86, 140.7, '2023-06-01 00:00:00'),
(245971, 6192, 1, 20, 2023, 86, 140.7, '2023-06-01 00:00:00'),
(245971, 6192, 1, 30, 2023, 86, 281.4, '2023-06-01 00:00:00'),
(245971, 5352, 2, 10, 2023, 86, 140.7, '2023-06-01 00:00:00'),
(245971, 5352, 2, 20, 2023, 86, 140.7, '2023-06-01 00:00:00'),
(245971, 5352, 2, 30, 2023, 86, 281.4, '2023-06-01 00:00:00'),
(245871, 5990, 1, 10, 2023, 86, 140.7, '2023-06-01 00:00:00'),
(245871, 5990, 1, 20, 2023, 86, 140.7, '2023-06-01 00:00:00'),
(245871, 5990, 1, 30, 2023, 86, 281.4, '2023-06-01 00:00:00'),
(245871, 6192, 1, 10, 2023, 86, 140.7, '2023-06-01 00:00:00'),
(245871, 6192, 1, 20, 2023, 86, 140.7, '2023-06-01 00:00:00'),
(245871, 6192, 1, 30, 2023, 86, 281.4, '2023-06-01 00:00:00'),
(245871, 5352, 2, 10, 2023, 86, 140.7, '2023-06-01 00:00:00'),
(245871, 5352, 2, 20, 2023, 86, 140.7, '2023-06-01 00:00:00'),
(245871, 5352, 2, 30, 2023, 86, 281.4, '2023-06-01 00:00:00'),
(326932, 5990, 1, 10, 2023, 86, 140.7, '2023-06-01 00:00:00'),
(326932, 5990, 1, 20, 2023, 86, 140.7, '2023-06-01 00:00:00'),
(326932, 5990, 1, 30, 2023, 86, 281.4, '2023-06-01 00:00:00'),
(326932, 6192, 1, 10, 2023, 86, 140.7, '2023-06-01 00:00:00'),
(326932, 6192, 1, 20, 2023, 86, 140.7, '2023-06-01 00:00:00'),
(326932, 6192, 1, 30, 2023, 86, 281.4, '2023-06-01 00:00:00'),
(326932, 5352, 2, 10, 2023, 86, 140.7, '2023-06-01 00:00:00'),
(326932, 5352, 2, 20, 2023, 86, 140.7, '2023-06-01 00:00:00'),
(326932, 5352, 2, 30, 2023, 86, 281.4, '2023-06-01 00:00:00'),
(326327, 5990, 1, 10, 2023, 86, 140.7, '2023-06-01 00:00:00'),
(326327, 5990, 1, 20, 2023, 86, 140.7, '2023-06-01 00:00:00'),
(326327, 5990, 1, 30, 2023, 86, 281.4, '2023-06-01 00:00:00'),
(326327, 6192, 1, 10, 2023, 86, 140.7, '2023-06-01 00:00:00'),
(326327, 6192, 1, 20, 2023, 86, 140.7, '2023-06-01 00:00:00'),
(326327, 6192, 1, 30, 2023, 86, 281.4, '2023-06-01 00:00:00'),
(326327, 5352, 2, 10, 2023, 86, 140.7, '2023-06-01 00:00:00'),
(326327, 5352, 2, 20, 2023, 86, 140.7, '2023-06-01 00:00:00'),
(326327, 5352, 2, 30, 2023, 86, 281.4, '2023-06-01 00:00:00'),
(-1, 5990, 1, 10, 2023, 86, 703.5, '2023-06-01 00:00:00'),
(-1, 5990, 1, 20, 2023, 86, 703.5, '2023-06-01 00:00:00'),
(-1, 5990, 1, 30, 2023, 86, 1407.0, '2023-06-01 00:00:00'),
(-1, 6192, 1, 10, 2023, 86, 703.5, '2023-06-01 00:00:00'),
(-1, 6192, 1, 20, 2023, 86, 703.5, '2023-06-01 00:00:00'),
(-1, 6192, 1, 30, 2023, 86, 1407.0, '2023-06-01 00:00:00'),
(-1, 5352, 2, 10, 2023, 86, 703.5, '2023-06-01 00:00:00'),
(-1, 5352, 2, 20, 2023, 86, 703.5, '2023-06-01 00:00:00'),
(-1, 5352, 2, 30, 2023, 86, 1407.0, '2023-06-01 00:00:00'),
(327193, 5990, 1, 10, 2023, 87, 140.7, '2023-06-01 00:00:00'),
(327193, 5990, 1, 20, 2023, 87, 140.7, '2023-06-01 00:00:00'),
(327193, 5990, 1, 30, 2023, 87, 281.4, '2023-06-01 00:00:00'),
(327193, 6192, 1, 10, 2023, 87, 140.7, '2023-06-01 00:00:00'),
(327193, 6192, 1, 20, 2023, 87, 140.7, '2023-06-01 00:00:00'),
(327193, 6192, 1, 30, 2023, 87, 281.4, '2023-06-01 00:00:00'),
(327193, 5352, 2, 10, 2023, 87, 140.7, '2023-06-01 00:00:00'),
(327193, 5352, 2, 20, 2023, 87, 140.7, '2023-06-01 00:00:00'),
(327193, 5352, 2, 30, 2023, 87, 281.4, '2023-06-01 00:00:00'),
(245971, 5990, 1, 10, 2023, 87, 140.7, '2023-06-01 00:00:00'),
(245971, 5990, 1, 20, 2023, 87, 140.7, '2023-06-01 00:00:00'),
(245971, 5990, 1, 30, 2023, 87, 281.4, '2023-06-01 00:00:00'),
(245971, 6192, 1, 10, 2023, 87, 140.7, '2023-06-01 00:00:00'),
(245971, 6192, 1, 20, 2023, 87, 140.7, '2023-06-01 00:00:00'),
(245971, 6192, 1, 30, 2023, 87, 281.4, '2023-06-01 00:00:00'),
(245971, 5352, 2, 10, 2023, 87, 140.7, '2023-06-01 00:00:00'),
(245971, 5352, 2, 20, 2023, 87, 140.7, '2023-06-01 00:00:00'),
(245971, 5352, 2, 30, 2023, 87, 281.4, '2023-06-01 00:00:00'),
(245871, 5990, 1, 10, 2023, 87, 140.7, '2023-06-01 00:00:00'),
(245871, 5990, 1, 20, 2023, 87, 140.7, '2023-06-01 00:00:00'),
(245871, 5990, 1, 30, 2023, 87, 281.4, '2023-06-01 00:00:00'),
(245871, 6192, 1, 10, 2023, 87, 140.7, '2023-06-01 00:00:00'),
(245871, 6192, 1, 20, 2023, 87, 140.7, '2023-06-01 00:00:00'),
(245871, 6192, 1, 30, 2023, 87, 281.4, '2023-06-01 00:00:00'),
(245871, 5352, 2, 10, 2023, 87, 140.7, '2023-06-01 00:00:00'),
(245871, 5352, 2, 20, 2023, 87, 140.7, '2023-06-01 00:00:00'),
(245871, 5352, 2, 30, 2023, 87, 281.4, '2023-06-01 00:00:00'),
(326932, 5990, 1, 10, 2023, 87, 140.7, '2023-06-01 00:00:00'),
(326932, 5990, 1, 20, 2023, 87, 140.7, '2023-06-01 00:00:00'),
(326932, 5990, 1, 30, 2023, 87, 281.4, '2023-06-01 00:00:00'),
(326932, 6192, 1, 10, 2023, 87, 140.7, '2023-06-01 00:00:00'),
(326932, 6192, 1, 20, 2023, 87, 140.7, '2023-06-01 00:00:00'),
(326932, 6192, 1, 30, 2023, 87, 281.4, '2023-06-01 00:00:00'),
(326932, 5352, 2, 10, 2023, 87, 140.7, '2023-06-01 00:00:00'),
(326932, 5352, 2, 20, 2023, 87, 140.7, '2023-06-01 00:00:00'),
(326932, 5352, 2, 30, 2023, 87, 281.4, '2023-06-01 00:00:00'),
(326327, 5990, 1, 10, 2023, 87, 140.7, '2023-06-01 00:00:00'),
(326327, 5990, 1, 20, 2023, 87, 140.7, '2023-06-01 00:00:00'),
(326327, 5990, 1, 30, 2023, 87, 281.4, '2023-06-01 00:00:00'),
(326327, 6192, 1, 10, 2023, 87, 140.7, '2023-06-01 00:00:00'),
(326327, 6192, 1, 20, 2023, 87, 140.7, '2023-06-01 00:00:00'),
(326327, 6192, 1, 30, 2023, 87, 281.4, '2023-06-01 00:00:00'),
(326327, 5352, 2, 10, 2023, 87, 140.7, '2023-06-01 00:00:00'),
(326327, 5352, 2, 20, 2023, 87, 140.7, '2023-06-01 00:00:00'),
(326327, 5352, 2, 30, 2023, 87, 281.4, '2023-06-01 00:00:00'),
(-1, 5990, 1, 10, 2023, 87, 703.5, '2023-06-01 00:00:00'),
(-1, 5990, 1, 20, 2023, 87, 703.5, '2023-06-01 00:00:00'),
(-1, 5990, 1, 30, 2023, 87, 1407.0, '2023-06-01 00:00:00'),
(-1, 6192, 1, 10, 2023, 87, 703.5, '2023-06-01 00:00:00'),
(-1, 6192, 1, 20, 2023, 87, 703.5, '2023-06-01 00:00:00'),
(-1, 6192, 1, 30, 2023, 87, 1407.0, '2023-06-01 00:00:00'),
(-1, 5352, 2, 10, 2023, 87, 703.5, '2023-06-01 00:00:00'),
(-1, 5352, 2, 20, 2023, 87, 703.5, '2023-06-01 00:00:00'),
(-1, 5352, 2, 30, 2023, 87, 1407.0, '2023-06-01 00:00:00'),
(327193, 5990, 1, 10, 2023, 88, 140.7, '2023-06-01 00:00:00'),
(327193, 5990, 1, 20, 2023, 88, 140.7, '2023-06-01 00:00:00'),
(327193, 5990, 1, 30, 2023, 88, 281.4, '2023-06-01 00:00:00'),
(327193, 6192, 1, 10, 2023, 88, 140.7, '2023-06-01 00:00:00'),
(327193, 6192, 1, 20, 2023, 88, 140.7, '2023-06-01 00:00:00'),
(327193, 6192, 1, 30, 2023, 88, 281.4, '2023-06-01 00:00:00'),
(327193, 5352, 2, 10, 2023, 88, 140.7, '2023-06-01 00:00:00'),
(327193, 5352, 2, 20, 2023, 88, 140.7, '2023-06-01 00:00:00'),
(327193, 5352, 2, 30, 2023, 88, 281.4, '2023-06-01 00:00:00'),
(245971, 5990, 1, 10, 2023, 88, 140.7, '2023-06-01 00:00:00'),
(245971, 5990, 1, 20, 2023, 88, 140.7, '2023-06-01 00:00:00'),
(245971, 5990, 1, 30, 2023, 88, 281.4, '2023-06-01 00:00:00'),
(245971, 6192, 1, 10, 2023, 88, 140.7, '2023-06-01 00:00:00'),
(245971, 6192, 1, 20, 2023, 88, 140.7, '2023-06-01 00:00:00'),
(245971, 6192, 1, 30, 2023, 88, 281.4, '2023-06-01 00:00:00'),
(245971, 5352, 2, 10, 2023, 88, 140.7, '2023-06-01 00:00:00'),
(245971, 5352, 2, 20, 2023, 88, 140.7, '2023-06-01 00:00:00'),
(245971, 5352, 2, 30, 2023, 88, 281.4, '2023-06-01 00:00:00'),
(245871, 5990, 1, 10, 2023, 88, 140.7, '2023-06-01 00:00:00'),
(245871, 5990, 1, 20, 2023, 88, 140.7, '2023-06-01 00:00:00'),
(245871, 5990, 1, 30, 2023, 88, 281.4, '2023-06-01 00:00:00'),
(245871, 6192, 1, 10, 2023, 88, 140.7, '2023-06-01 00:00:00'),
(245871, 6192, 1, 20, 2023, 88, 140.7, '2023-06-01 00:00:00'),
(245871, 6192, 1, 30, 2023, 88, 281.4, '2023-06-01 00:00:00'),
(245871, 5352, 2, 10, 2023, 88, 140.7, '2023-06-01 00:00:00'),
(245871, 5352, 2, 20, 2023, 88, 140.7, '2023-06-01 00:00:00'),
(245871, 5352, 2, 30, 2023, 88, 281.4, '2023-06-01 00:00:00'),
(326932, 5990, 1, 10, 2023, 88, 140.7, '2023-06-01 00:00:00'),
(326932, 5990, 1, 20, 2023, 88, 140.7, '2023-06-01 00:00:00'),
(326932, 5990, 1, 30, 2023, 88, 281.4, '2023-06-01 00:00:00'),
(326932, 6192, 1, 10, 2023, 88, 140.7, '2023-06-01 00:00:00'),
(326932, 6192, 1, 20, 2023, 88, 140.7, '2023-06-01 00:00:00'),
(326932, 6192, 1, 30, 2023, 88, 281.4, '2023-06-01 00:00:00'),
(326932, 5352, 2, 10, 2023, 88, 140.7, '2023-06-01 00:00:00'),
(326932, 5352, 2, 20, 2023, 88, 140.7, '2023-06-01 00:00:00'),
(326932, 5352, 2, 30, 2023, 88, 281.4, '2023-06-01 00:00:00'),
(326327, 5990, 1, 10, 2023, 88, 140.7, '2023-06-01 00:00:00'),
(326327, 5990, 1, 20, 2023, 88, 140.7, '2023-06-01 00:00:00'),
(326327, 5990, 1, 30, 2023, 88, 281.4, '2023-06-01 00:00:00'),
(326327, 6192, 1, 10, 2023, 88, 140.7, '2023-06-01 00:00:00'),
(326327, 6192, 1, 20, 2023, 88, 140.7, '2023-06-01 00:00:00'),
(326327, 6192, 1, 30, 2023, 88, 281.4, '2023-06-01 00:00:00'),
(326327, 5352, 2, 10, 2023, 88, 140.7, '2023-06-01 00:00:00'),
(326327, 5352, 2, 20, 2023, 88, 140.7, '2023-06-01 00:00:00'),
(326327, 5352, 2, 30, 2023, 88, 281.4, '2023-06-01 00:00:00'),
(-1, 5990, 1, 10, 2023, 88, 703.5, '2023-06-01 00:00:00'),
(-1, 5990, 1, 20, 2023, 88, 703.5, '2023-06-01 00:00:00'),
(-1, 5990, 1, 30, 2023, 88, 1407.0, '2023-06-01 00:00:00'),
(-1, 6192, 1, 10, 2023, 88, 703.5, '2023-06-01 00:00:00'),
(-1, 6192, 1, 20, 2023, 88, 703.5, '2023-06-01 00:00:00'),
(-1, 6192, 1, 30, 2023, 88, 1407.0, '2023-06-01 00:00:00'),
(-1, 5352, 2, 10, 2023, 88, 703.5, '2023-06-01 00:00:00'),
(-1, 5352, 2, 20, 2023, 88, 703.5, '2023-06-01 00:00:00'),
(-1, 5352, 2, 30, 2023, 88, 1407.0, '2023-06-01 00:00:00'),
(327193, 5990, 1, 10, 2023, 89, 60.3, '2023-06-01 00:00:00'),
(327193, 5990, 1, 20, 2023, 89, 60.3, '2023-06-01 00:00:00'),
(327193, 5990, 1, 30, 2023, 89, 120.6, '2023-06-01 00:00:00'),
(327193, 6192, 1, 10, 2023, 89, 60.3, '2023-06-01 00:00:00'),
(327193, 6192, 1, 20, 2023, 89, 60.3, '2023-06-01 00:00:00'),
(327193, 6192, 1, 30, 2023, 89, 120.6, '2023-06-01 00:00:00'),
(327193, 5352, 2, 10, 2023, 89, 60.3, '2023-06-01 00:00:00'),
(327193, 5352, 2, 20, 2023, 89, 60.3, '2023-06-01 00:00:00'),
(327193, 5352, 2, 30, 2023, 89, 120.6, '2023-06-01 00:00:00'),
(245971, 5990, 1, 10, 2023, 89, 60.3, '2023-06-01 00:00:00'),
(245971, 5990, 1, 20, 2023, 89, 60.3, '2023-06-01 00:00:00'),
(245971, 5990, 1, 30, 2023, 89, 120.6, '2023-06-01 00:00:00'),
