INSERT INTO `lucky_cooperation`.`t_alg_new_demand_plan` (`wh_dept_id`, `goods_id`, `predict_date`, `pred_shop_consume`, `pred_shop_order`, `pred_wh_consume`, `pred_wh_cg`, `update_time`) VALUES 
(327193, 83625, '2024-09-21', 27392, 200, 17124, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-09-21', 21355, 200, 26128, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-09-21', 15171, 200, 21560, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-09-21', 12864, 200, 16509, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-09-21', 24448, 200, 26295, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-09-21', 11749, 200, 16322, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-09-22', 22304, 200, 29665, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-09-22', 10129, 200, 14596, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-09-22', 17332, 200, 28734, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-09-22', 18006, 200, 12315, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-09-22', 23819, 200, 11993, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-09-22', 19449, 200, 29290, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-09-23', 10482, 200, 19913, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-09-23', 15188, 200, 17085, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-09-23', 27869, 200, 14904, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-09-23', 12698, 200, 19680, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-09-23', 29196, 200, 23154, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-09-23', 11542, 200, 14791, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-09-24', 28221, 200, 25801, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-09-24', 19449, 200, 28474, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-09-24', 28746, 200, 18166, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-09-24', 16666, 200, 23190, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-09-24', 15477, 200, 21451, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-09-24', 10665, 200, 24514, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-09-25', 11386, 200, 24284, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-09-25', 13200, 200, 26249, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-09-25', 15567, 200, 21000, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-09-25', 20354, 200, 21624, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-09-25', 14874, 200, 23256, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-09-25', 17906, 200, 14297, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-09-26', 26385, 200, 23161, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-09-26', 22947, 200, 14221, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-09-26', 14550, 200, 29418, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-09-26', 11028, 200, 14605, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-09-26', 15854, 200, 25177, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-09-26', 14491, 200, 11299, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-09-27', 16823, 200, 20359, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-09-27', 18020, 200, 13950, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-09-27', 15913, 200, 26470, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-09-27', 18943, 200, 22160, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-09-27', 15860, 200, 20831, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-09-27', 22135, 200, 15234, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-09-28', 12549, 200, 22153, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-09-28', 12131, 200, 18642, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-09-28', 21095, 200, 28873, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-09-28', 15772, 200, 16662, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-09-28', 19474, 200, 19339, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-09-28', 10492, 200, 10322, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-09-29', 21324, 200, 16391, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-09-29', 12217, 200, 23480, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-09-29', 11913, 200, 11398, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-09-29', 13459, 200, 24687, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-09-29', 17310, 200, 19299, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-09-29', 17861, 200, 18197, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-09-30', 11095, 200, 26039, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-09-30', 28246, 200, 14419, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-09-30', 18713, 200, 21295, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-09-30', 20939, 200, 11291, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-09-30', 10567, 200, 23363, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-09-30', 24412, 200, 26594, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-10-01', 28207, 200, 13877, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-10-01', 19730, 200, 20140, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-10-01', 12887, 200, 25487, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-10-01', 12951, 200, 22108, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-10-01', 29645, 200, 17268, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-10-01', 21158, 200, 10811, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-10-02', 26199, 200, 16969, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-10-02', 11832, 200, 13577, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-10-02', 24171, 200, 20476, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-10-02', 18375, 200, 21153, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-10-02', 21483, 200, 18937, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-10-02', 10505, 200, 20802, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-10-03', 10204, 200, 27401, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-10-03', 17227, 200, 21894, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-10-03', 22159, 200, 23317, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-10-03', 25742, 200, 10996, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-10-03', 19090, 200, 16022, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-10-03', 23831, 200, 29326, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-10-04', 16239, 200, 29978, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-10-04', 23420, 200, 15589, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-10-04', 29161, 200, 29149, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-10-04', 21624, 200, 16102, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-10-04', 22709, 200, 10960, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-10-04', 11358, 200, 19926, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-10-05', 14345, 200, 19020, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-10-05', 15302, 200, 16918, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-10-05', 23907, 200, 15098, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-10-05', 25977, 200, 28342, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-10-05', 18141, 200, 19103, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-10-05', 19669, 200, 21742, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-10-06', 28846, 200, 17513, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-10-06', 15047, 200, 27161, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-10-06', 25713, 200, 20783, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-10-06', 26625, 200, 28556, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-10-06', 14948, 200, 29391, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-10-06', 12508, 200, 29294, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-10-07', 27559, 200, 25452, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-10-07', 21445, 200, 17393, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-10-07', 13673, 200, 18583, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-10-07', 16149, 200, 23522, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-10-07', 13681, 200, 16742, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-10-07', 14818, 200, 26538, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-10-08', 16880, 200, 23443, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-10-08', 12289, 200, 24705, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-10-08', 17946, 200, 23864, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-10-08', 22267, 200, 24031, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-10-08', 17742, 200, 16258, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-10-08', 27179, 200, 19589, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-10-09', 23406, 200, 20195, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-10-09', 13767, 200, 19648, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-10-09', 15708, 200, 24305, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-10-09', 21244, 200, 18459, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-10-09', 29992, 200, 17243, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-10-09', 18366, 200, 29921, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-10-10', 24365, 200, 23997, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-10-10', 23907, 200, 25799, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-10-10', 11834, 200, 23808, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-10-10', 12058, 200, 14608, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-10-10', 20110, 200, 29960, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-10-10', 28158, 200, 27965, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-10-11', 10452, 200, 23615, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-10-11', 24398, 200, 20226, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-10-11', 26370, 200, 21119, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-10-11', 24618, 200, 13134, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-10-11', 19745, 200, 23925, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-10-11', 18173, 200, 21509, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-10-12', 24000, 200, 22677, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-10-12', 14319, 200, 26115, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-10-12', 16410, 200, 13597, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-10-12', 12561, 200, 21445, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-10-12', 22787, 200, 14455, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-10-12', 10483, 200, 28444, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-10-13', 28958, 200, 23637, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-10-13', 11484, 200, 19889, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-10-13', 24741, 200, 14139, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-10-13', 21739, 200, 24951, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-10-13', 26582, 200, 24249, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-10-13', 28517, 200, 19518, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-10-14', 16142, 200, 16919, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-10-14', 15810, 200, 20191, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-10-14', 12529, 200, 28243, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-10-14', 21790, 200, 27236, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-10-14', 27607, 200, 18823, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-10-14', 11547, 200, 17415, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-10-15', 13311, 200, 20347, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-10-15', 18573, 200, 29929, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-10-15', 17572, 200, 23843, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-10-15', 15819, 200, 10443, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-10-15', 15214, 200, 23514, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-10-15', 26961, 200, 26896, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-10-16', 25196, 200, 20082, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-10-16', 15063, 200, 23664, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-10-16', 15738, 200, 11429, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-10-16', 22842, 200, 18301, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-10-16', 21391, 200, 10913, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-10-16', 22160, 200, 25410, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-10-17', 15458, 200, 26881, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-10-17', 23823, 200, 20600, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-10-17', 12734, 200, 29568, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-10-17', 28052, 200, 11864, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-10-17', 19664, 200, 16965, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-10-17', 19327, 200, 12918, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-10-18', 18965, 200, 20645, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-10-18', 23053, 200, 14981, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-10-18', 18814, 200, 26683, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-10-18', 25642, 200, 25805, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-10-18', 29449, 200, 23868, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-10-18', 16045, 200, 28239, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-10-19', 23778, 200, 12722, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-10-19', 13638, 200, 15401, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-10-19', 22904, 200, 10668, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-10-19', 13481, 200, 14853, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-10-19', 23169, 200, 22409, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-10-19', 14057, 200, 11898, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-10-20', 22865, 200, 24022, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-10-20', 13019, 200, 15183, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-10-20', 23547, 200, 25406, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-10-20', 21182, 200, 11204, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-10-20', 10383, 200, 18462, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-10-20', 21904, 200, 16507, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-10-21', 26095, 200, 27264, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-10-21', 19246, 200, 23327, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-10-21', 22395, 200, 12731, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-10-21', 26542, 200, 18528, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-10-21', 29770, 200, 10176, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-10-21', 25386, 200, 22318, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-10-22', 14040, 200, 13394, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-10-22', 14740, 200, 23156, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-10-22', 22147, 200, 18920, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-10-22', 16719, 200, 17988, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-10-22', 19146, 200, 24940, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-10-22', 26215, 200, 24574, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-10-23', 29358, 200, 17795, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-10-23', 20645, 200, 21204, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-10-23', 15913, 200, 26974, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-10-23', 23755, 200, 11472, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-10-23', 14131, 200, 18348, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-10-23', 27514, 200, 25436, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-10-24', 13129, 200, 16327, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-10-24', 25733, 200, 12360, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-10-24', 16800, 200, 12700, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-10-24', 20001, 200, 28749, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-10-24', 22610, 200, 12361, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-10-24', 13603, 200, 20079, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-10-25', 17704, 200, 20603, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-10-25', 12358, 200, 19496, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-10-25', 25170, 200, 18706, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-10-25', 11955, 200, 24344, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-10-25', 18534, 200, 16618, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-10-25', 14973, 200, 18389, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-10-26', 22808, 200, 26592, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-10-26', 20920, 200, 25045, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-10-26', 14787, 200, 23760, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-10-26', 21102, 200, 27885, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-10-26', 19756, 200, 21672, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-10-26', 11122, 200, 19677, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-10-27', 14807, 200, 29360, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-10-27', 12180, 200, 20083, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-10-27', 15270, 200, 14376, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-10-27', 19715, 200, 22662, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-10-27', 12640, 200, 27723, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-10-27', 27291, 200, 16089, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-10-28', 26171, 200, 14982, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-10-28', 10949, 200, 25190, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-10-28', 27697, 200, 26613, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-10-28', 29927, 200, 17966, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-10-28', 17685, 200, 27260, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-10-28', 16026, 200, 29413, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-10-29', 17305, 200, 15608, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-10-29', 22229, 200, 29055, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-10-29', 21851, 200, 23112, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-10-29', 25535, 200, 17263, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-10-29', 17120, 200, 10999, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-10-29', 11553, 200, 29417, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-10-30', 12778, 200, 18597, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-10-30', 24837, 200, 28531, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-10-30', 19471, 200, 16735, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-10-30', 28984, 200, 23108, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-10-30', 15179, 200, 12085, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-10-30', 29010, 200, 19463, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-10-31', 16152, 200, 11252, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-10-31', 19951, 200, 27452, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-10-31', 23387, 200, 19848, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-10-31', 26270, 200, 27048, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-10-31', 10636, 200, 14003, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-10-31', 12377, 200, 13723, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-11-01', 17488, 200, 23649, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-11-01', 28004, 200, 16119, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-11-01', 25077, 200, 23991, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-11-01', 12365, 200, 29618, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-11-01', 23463, 200, 23007, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-11-01', 13819, 200, 18231, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-11-02', 11050, 200, 14349, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-11-02', 16684, 200, 20071, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-11-02', 22572, 200, 19550, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-11-02', 19244, 200, 21778, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-11-02', 11328, 200, 13232, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-11-02', 25364, 200, 17593, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-11-03', 15099, 200, 13536, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-11-03', 18071, 200, 24385, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-11-03', 14110, 200, 21662, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-11-03', 18111, 200, 10156, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-11-03', 23028, 200, 26371, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-11-03', 23401, 200, 23119, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-11-04', 24687, 200, 22959, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-11-04', 20882, 200, 28979, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-11-04', 13628, 200, 19439, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-11-04', 13146, 200, 10208, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-11-04', 24866, 200, 26037, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-11-04', 15981, 200, 22434, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-11-05', 10665, 200, 24837, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-11-05', 28588, 200, 13844, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-11-05', 16308, 200, 11876, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-11-05', 20566, 200, 11962, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-11-05', 10578, 200, 22073, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-11-05', 18512, 200, 18363, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-11-06', 19376, 200, 24639, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-11-06', 13837, 200, 27378, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-11-06', 16307, 200, 20525, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-11-06', 16636, 200, 29456, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-11-06', 26688, 200, 10185, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-11-06', 11750, 200, 29105, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-11-07', 25888, 200, 27677, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-11-07', 11363, 200, 12375, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-11-07', 18366, 200, 24811, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-11-07', 11415, 200, 26534, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-11-07', 11370, 200, 16676, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-11-07', 14172, 200, 27079, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-11-08', 18383, 200, 25505, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-11-08', 14540, 200, 10261, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-11-08', 23947, 200, 16509, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-11-08', 21589, 200, 14022, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-11-08', 26809, 200, 25861, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-11-08', 13578, 200, 15850, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-11-09', 16495, 200, 20281, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-11-09', 11308, 200, 16120, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-11-09', 28540, 200, 28124, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-11-09', 16751, 200, 13041, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-11-09', 28599, 200, 10078, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-11-09', 14044, 200, 10535, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-11-10', 15359, 200, 22678, 400, '2023-08-28 15:56:37'),
