INSERT INTO `lucky_cooperation`.`t_bi_warehouse_shop_detail` (`record_date`, `wh_dept_id`, `self_num`, `agent_num`, `total_num`, `self_operating_num`, `agent_operating_num`, `total_operating_num`, `operating_rate`, `create_time`) VALUES
('2022-10-08', 245971, 118, 70, 188, 166, 100, 266, 0.9, '2023-06-01'),
('2022-10-08', 245871, 244, 214, 458, 200, 178, 378, 0.9, '2023-06-01'),
('2022-10-08', 326932, 230, 146, 376, 56, 55, 111, 0.9, '2023-06-01'),
('2022-10-08', 326327, 111, 85, 196, 235, 187, 422, 0.9, '2023-06-01'),
('2022-10-08', -1, 286, 242, 528, 84, 55, 139, 0.9, '2023-06-01'),
('2022-10-09', 327193, 197, 29, 226, 183, 107, 290, 0.9, '2023-06-01'),
('2022-10-09', 245971, 121, 56, 177, 56, 12, 68, 0.9, '2023-06-01'),
('2022-10-09', 245871, 269, 167, 436, 193, 83, 276, 0.9, '2023-06-01'),
('2022-10-09', 326932, 280, 71, 351, 69, 15, 84, 0.9, '2023-06-01'),
('2022-10-09', 326327, 201, 100, 301, 228, 41, 269, 0.9, '2023-06-01'),
('2022-10-09', -1, 295, 259, 554, 268, 53, 321, 0.9, '2023-06-01'),
('2022-10-10', 327193, 63, 34, 97, 119, 101, 220, 0.9, '2023-06-01'),
('2022-10-10', 245971, 77, 49, 126, 238, 209, 447, 0.9, '2023-06-01'),
('2022-10-10', 245871, 92, 41, 133, 98, 52, 150, 0.9, '2023-06-01'),
('2022-10-10', 326932, 164, 87, 251, 143, 41, 184, 0.9, '2023-06-01'),
('2022-10-10', 326327, 151, 123, 274, 282, 142, 424, 0.9, '2023-06-01'),
('2022-10-10', -1, 85, 79, 164, 166, 143, 309, 0.9, '2023-06-01'),
('2022-10-11', 327193, 243, 66, 309, 96, 32, 128, 0.9, '2023-06-01'),
('2022-10-11', 245971, 98, 95, 193, 66, 59, 125, 0.9, '2023-06-01'),
('2022-10-11', 245871, 263, 36, 299, 191, 50, 241, 0.9, '2023-06-01'),
('2022-10-11', 326932, 226, 196, 422, 122, 81, 203, 0.9, '2023-06-01'),
('2022-10-11', 326327, 264, 104, 368, 139, 97, 236, 0.9, '2023-06-01'),
('2022-10-11', -1, 247, 62, 309, 291, 230, 521, 0.9, '2023-06-01'),
('2022-10-12', 327193, 153, 114, 267, 258, 56, 314, 0.9, '2023-06-01'),
('2022-10-12', 245971, 281, 202, 483, 109, 20, 129, 0.9, '2023-06-01'),
('2022-10-12', 245871, 150, 117, 267, 293, 90, 383, 0.9, '2023-06-01'),
('2022-10-12', 326932, 165, 43, 208, 267, 25, 292, 0.9, '2023-06-01'),
('2022-10-12', 326327, 150, 50, 200, 242, 33, 275, 0.9, '2023-06-01'),
('2022-10-12', -1, 98, 18, 116, 57, 27, 84, 0.9, '2023-06-01'),
('2022-10-13', 327193, 260, 156, 416, 298, 195, 493, 0.9, '2023-06-01'),
('2022-10-13', 245971, 121, 64, 185, 74, 13, 87, 0.9, '2023-06-01'),
('2022-10-13', 245871, 271, 249, 520, 197, 19, 216, 0.9, '2023-06-01'),
('2022-10-13', 326932, 126, 53, 179, 98, 81, 179, 0.9, '2023-06-01'),
('2022-10-13', 326327, 158, 108, 266, 75, 65, 140, 0.9, '2023-06-01'),
('2022-10-13', -1, 237, 34, 271, 200, 13, 213, 0.9, '2023-06-01'),
('2022-10-14', 327193, 235, 46, 281, 269, 104, 373, 0.9, '2023-06-01'),
('2022-10-14', 245971, 283, 64, 347, 129, 115, 244, 0.9, '2023-06-01'),
('2022-10-14', 245871, 105, 53, 158, 292, 98, 390, 0.9, '2023-06-01'),
('2022-10-14', 326932, 215, 193, 408, 53, 53, 106, 0.9, '2023-06-01'),
('2022-10-14', 326327, 107, 69, 176, 126, 20, 146, 0.9, '2023-06-01'),
('2022-10-14', -1, 94, 73, 167, 294, 283, 577, 0.9, '2023-06-01'),
('2022-10-15', 327193, 187, 96, 283, 244, 76, 320, 0.9, '2023-06-01'),
('2022-10-15', 245971, 255, 14, 269, 281, 145, 426, 0.9, '2023-06-01'),
('2022-10-15', 245871, 273, 195, 468, 153, 112, 265, 0.9, '2023-06-01'),
('2022-10-15', 326932, 277, 265, 542, 300, 26, 326, 0.9, '2023-06-01'),
('2022-10-15', 326327, 73, 70, 143, 51, 40, 91, 0.9, '2023-06-01'),
('2022-10-15', -1, 136, 75, 211, 231, 73, 304, 0.9, '2023-06-01'),
('2022-10-16', 327193, 258, 155, 413, 143, 40, 183, 0.9, '2023-06-01'),
('2022-10-16', 245971, 117, 11, 128, 115, 26, 141, 0.9, '2023-06-01'),
('2022-10-16', 245871, 220, 115, 335, 147, 83, 230, 0.9, '2023-06-01'),
('2022-10-16', 326932, 109, 105, 214, 218, 28, 246, 0.9, '2023-06-01'),
('2022-10-16', 326327, 235, 65, 300, 83, 34, 117, 0.9, '2023-06-01'),
('2022-10-16', -1, 70, 56, 126, 77, 15, 92, 0.9, '2023-06-01'),
('2022-10-17', 327193, 231, 39, 270, 212, 185, 397, 0.9, '2023-06-01'),
('2022-10-17', 245971, 77, 64, 141, 200, 170, 370, 0.9, '2023-06-01'),
('2022-10-17', 245871, 131, 48, 179, 299, 215, 514, 0.9, '2023-06-01'),
('2022-10-17', 326932, 140, 39, 179, 143, 77, 220, 0.9, '2023-06-01'),
('2022-10-17', 326327, 290, 277, 567, 228, 132, 360, 0.9, '2023-06-01'),
('2022-10-17', -1, 219, 31, 250, 258, 235, 493, 0.9, '2023-06-01'),
('2022-10-18', 327193, 76, 46, 122, 138, 53, 191, 0.9, '2023-06-01'),
('2022-10-18', 245971, 155, 74, 229, 127, 68, 195, 0.9, '2023-06-01'),
('2022-10-18', 245871, 290, 31, 321, 257, 161, 418, 0.9, '2023-06-01'),
('2022-10-18', 326932, 289, 59, 348, 228, 200, 428, 0.9, '2023-06-01'),
('2022-10-18', 326327, 70, 42, 112, 246, 75, 321, 0.9, '2023-06-01'),
('2022-10-18', -1, 211, 73, 284, 99, 34, 133, 0.9, '2023-06-01'),
('2022-10-19', 327193, 105, 26, 131, 160, 106, 266, 0.9, '2023-06-01'),
('2022-10-19', 245971, 232, 162, 394, 146, 51, 197, 0.9, '2023-06-01'),
('2022-10-19', 245871, 58, 49, 107, 244, 178, 422, 0.9, '2023-06-01'),
('2022-10-19', 326932, 211, 22, 233, 241, 39, 280, 0.9, '2023-06-01'),
('2022-10-19', 326327, 118, 22, 140, 187, 131, 318, 0.9, '2023-06-01'),
('2022-10-19', -1, 161, 81, 242, 104, 87, 191, 0.9, '2023-06-01'),
('2022-10-20', 327193, 67, 54, 121, 216, 137, 353, 0.9, '2023-06-01'),
('2022-10-20', 245971, 117, 92, 209, 160, 22, 182, 0.9, '2023-06-01'),
('2022-10-20', 245871, 268, 227, 495, 296, 260, 556, 0.9, '2023-06-01'),
('2022-10-20', 326932, 295, 230, 525, 275, 178, 453, 0.9, '2023-06-01'),
('2022-10-20', 326327, 219, 159, 378, 221, 11, 232, 0.9, '2023-06-01'),
('2022-10-20', -1, 95, 32, 127, 132, 100, 232, 0.9, '2023-06-01'),
('2022-10-21', 327193, 78, 39, 117, 240, 202, 442, 0.9, '2023-06-01'),
('2022-10-21', 245971, 77, 62, 139, 128, 15, 143, 0.9, '2023-06-01'),
('2022-10-21', 245871, 213, 98, 311, 168, 145, 313, 0.9, '2023-06-01'),
('2022-10-21', 326932, 98, 76, 174, 190, 70, 260, 0.9, '2023-06-01'),
('2022-10-21', 326327, 185, 178, 363, 236, 139, 375, 0.9, '2023-06-01'),
('2022-10-21', -1, 260, 256, 516, 202, 84, 286, 0.9, '2023-06-01'),
('2022-10-22', 327193, 98, 65, 163, 152, 36, 188, 0.9, '2023-06-01'),
('2022-10-22', 245971, 206, 109, 315, 79, 33, 112, 0.9, '2023-06-01'),
('2022-10-22', 245871, 107, 47, 154, 208, 111, 319, 0.9, '2023-06-01'),
('2022-10-22', 326932, 227, 105, 332, 238, 37, 275, 0.9, '2023-06-01'),
('2022-10-22', 326327, 181, 26, 207, 56, 55, 111, 0.9, '2023-06-01'),
('2022-10-22', -1, 72, 70, 142, 266, 37, 303, 0.9, '2023-06-01'),
('2022-10-23', 327193, 175, 175, 350, 201, 199, 400, 0.9, '2023-06-01'),
('2022-10-23', 245971, 253, 181, 434, 253, 164, 417, 0.9, '2023-06-01'),
('2022-10-23', 245871, 135, 77, 212, 152, 63, 215, 0.9, '2023-06-01'),
('2022-10-23', 326932, 101, 81, 182, 165, 97, 262, 0.9, '2023-06-01'),
('2022-10-23', 326327, 127, 75, 202, 267, 103, 370, 0.9, '2023-06-01'),
('2022-10-23', -1, 186, 85, 271, 54, 19, 73, 0.9, '2023-06-01'),
('2022-10-24', 327193, 211, 202, 413, 125, 34, 159, 0.9, '2023-06-01'),
('2022-10-24', 245971, 298, 229, 527, 96, 63, 159, 0.9, '2023-06-01'),
('2022-10-24', 245871, 228, 121, 349, 144, 140, 284, 0.9, '2023-06-01'),
('2022-10-24', 326932, 65, 26, 91, 218, 139, 357, 0.9, '2023-06-01'),
('2022-10-24', 326327, 65, 24, 89, 50, 27, 77, 0.9, '2023-06-01'),
('2022-10-24', -1, 90, 41, 131, 138, 88, 226, 0.9, '2023-06-01'),
('2022-10-25', 327193, 273, 147, 420, 173, 95, 268, 0.9, '2023-06-01'),
('2022-10-25', 245971, 163, 139, 302, 185, 116, 301, 0.9, '2023-06-01'),
('2022-10-25', 245871, 140, 92, 232, 168, 79, 247, 0.9, '2023-06-01'),
('2022-10-25', 326932, 121, 52, 173, 68, 30, 98, 0.9, '2023-06-01'),
('2022-10-25', 326327, 170, 81, 251, 202, 23, 225, 0.9, '2023-06-01'),
('2022-10-25', -1, 88, 12, 100, 211, 99, 310, 0.9, '2023-06-01'),
('2022-10-26', 327193, 208, 63, 271, 271, 271, 542, 0.9, '2023-06-01'),
('2022-10-26', 245971, 97, 18, 115, 130, 58, 188, 0.9, '2023-06-01'),
('2022-10-26', 245871, 158, 129, 287, 278, 199, 477, 0.9, '2023-06-01'),
('2022-10-26', 326932, 52, 11, 63, 137, 80, 217, 0.9, '2023-06-01'),
('2022-10-26', 326327, 124, 50, 174, 215, 200, 415, 0.9, '2023-06-01'),
('2022-10-26', -1, 217, 25, 242, 184, 158, 342, 0.9, '2023-06-01'),
('2022-10-27', 327193, 113, 21, 134, 187, 186, 373, 0.9, '2023-06-01'),
('2022-10-27', 245971, 94, 87, 181, 115, 72, 187, 0.9, '2023-06-01'),
('2022-10-27', 245871, 99, 66, 165, 71, 26, 97, 0.9, '2023-06-01'),
('2022-10-27', 326932, 162, 144, 306, 180, 55, 235, 0.9, '2023-06-01'),
('2022-10-27', 326327, 81, 60, 141, 100, 17, 117, 0.9, '2023-06-01'),
('2022-10-27', -1, 71, 17, 88, 63, 17, 80, 0.9, '2023-06-01'),
('2022-10-28', 327193, 161, 118, 279, 238, 183, 421, 0.9, '2023-06-01'),
('2022-10-28', 245971, 255, 233, 488, 71, 26, 97, 0.9, '2023-06-01'),
('2022-10-28', 245871, 243, 235, 478, 215, 181, 396, 0.9, '2023-06-01'),
('2022-10-28', 326932, 236, 44, 280, 64, 23, 87, 0.9, '2023-06-01'),
('2022-10-28', 326327, 281, 68, 349, 260, 68, 328, 0.9, '2023-06-01'),
('2022-10-28', -1, 85, 48, 133, 175, 99, 274, 0.9, '2023-06-01'),
('2022-10-29', 327193, 204, 181, 385, 76, 73, 149, 0.9, '2023-06-01'),
('2022-10-29', 245971, 122, 111, 233, 206, 92, 298, 0.9, '2023-06-01'),
('2022-10-29', 245871, 198, 39, 237, 207, 125, 332, 0.9, '2023-06-01'),
('2022-10-29', 326932, 68, 46, 114, 190, 181, 371, 0.9, '2023-06-01'),
('2022-10-29', 326327, 63, 18, 81, 154, 17, 171, 0.9, '2023-06-01'),
('2022-10-29', -1, 300, 81, 381, 205, 189, 394, 0.9, '2023-06-01'),
('2022-10-30', 327193, 277, 16, 293, 189, 105, 294, 0.9, '2023-06-01'),
('2022-10-30', 245971, 170, 118, 288, 230, 69, 299, 0.9, '2023-06-01'),
('2022-10-30', 245871, 194, 77, 271, 75, 55, 130, 0.9, '2023-06-01'),
('2022-10-30', 326932, 295, 234, 529, 255, 177, 432, 0.9, '2023-06-01'),
('2022-10-30', 326327, 120, 76, 196, 289, 186, 475, 0.9, '2023-06-01'),
('2022-10-30', -1, 289, 50, 339, 182, 23, 205, 0.9, '2023-06-01'),
('2022-10-31', 327193, 80, 18, 98, 76, 10, 86, 0.9, '2023-06-01'),
('2022-10-31', 245971, 238, 18, 256, 169, 124, 293, 0.9, '2023-06-01'),
('2022-10-31', 245871, 273, 84, 357, 207, 185, 392, 0.9, '2023-06-01'),
('2022-10-31', 326932, 262, 191, 453, 141, 11, 152, 0.9, '2023-06-01'),
('2022-10-31', 326327, 217, 10, 227, 232, 143, 375, 0.9, '2023-06-01'),
('2022-10-31', -1, 137, 66, 203, 53, 39, 92, 0.9, '2023-06-01'),
('2022-11-01', 327193, 109, 75, 184, 180, 82, 262, 0.9, '2023-06-01'),
('2022-11-01', 245971, 256, 132, 388, 159, 47, 206, 0.9, '2023-06-01'),
('2022-11-01', 245871, 194, 56, 250, 65, 13, 78, 0.9, '2023-06-01'),
('2022-11-01', 326932, 125, 64, 189, 154, 107, 261, 0.9, '2023-06-01'),
('2022-11-01', 326327, 135, 119, 254, 79, 68, 147, 0.9, '2023-06-01'),
('2022-11-01', -1, 292, 249, 541, 209, 181, 390, 0.9, '2023-06-01'),
('2022-11-02', 327193, 55, 55, 110, 232, 18, 250, 0.9, '2023-06-01'),
('2022-11-02', 245971, 207, 205, 412, 69, 20, 89, 0.9, '2023-06-01'),
('2022-11-02', 245871, 64, 56, 120, 122, 20, 142, 0.9, '2023-06-01'),
('2022-11-02', 326932, 62, 41, 103, 172, 160, 332, 0.9, '2023-06-01'),
('2022-11-02', 326327, 57, 13, 70, 147, 56, 203, 0.9, '2023-06-01'),
('2022-11-02', -1, 201, 111, 312, 226, 226, 452, 0.9, '2023-06-01'),
('2022-11-03', 327193, 197, 187, 384, 152, 31, 183, 0.9, '2023-06-01'),
('2022-11-03', 245971, 262, 224, 486, 118, 47, 165, 0.9, '2023-06-01'),
('2022-11-03', 245871, 211, 133, 344, 176, 41, 217, 0.9, '2023-06-01'),
('2022-11-03', 326932, 263, 18, 281, 110, 76, 186, 0.9, '2023-06-01'),
('2022-11-03', 326327, 182, 16, 198, 59, 56, 115, 0.9, '2023-06-01'),
('2022-11-03', -1, 70, 22, 92, 205, 28, 233, 0.9, '2023-06-01'),
('2022-11-04', 327193, 165, 108, 273, 187, 36, 223, 0.9, '2023-06-01'),
('2022-11-04', 245971, 271, 71, 342, 155, 10, 165, 0.9, '2023-06-01'),
('2022-11-04', 245871, 259, 191, 450, 131, 25, 156, 0.9, '2023-06-01'),
('2022-11-04', 326932, 98, 15, 113, 74, 69, 143, 0.9, '2023-06-01'),
('2022-11-04', 326327, 195, 161, 356, 202, 141, 343, 0.9, '2023-06-01'),
('2022-11-04', -1, 233, 92, 325, 107, 23, 130, 0.9, '2023-06-01'),
('2022-11-05', 327193, 113, 20, 133, 89, 52, 141, 0.9, '2023-06-01'),
('2022-11-05', 245971, 257, 73, 330, 109, 56, 165, 0.9, '2023-06-01'),
('2022-11-05', 245871, 217, 177, 394, 251, 15, 266, 0.9, '2023-06-01'),
('2022-11-05', 326932, 225, 225, 450, 230, 180, 410, 0.9, '2023-06-01'),
('2022-11-05', 326327, 140, 22, 162, 202, 65, 267, 0.9, '2023-06-01'),
('2022-11-05', -1, 188, 175, 363, 275, 196, 471, 0.9, '2023-06-01'),
('2022-11-06', 327193, 271, 51, 322, 152, 105, 257, 0.9, '2023-06-01'),
('2022-11-06', 245971, 266, 181, 447, 149, 50, 199, 0.9, '2023-06-01'),
('2022-11-06', 245871, 176, 141, 317, 103, 25, 128, 0.9, '2023-06-01'),
('2022-11-06', 326932, 54, 19, 73, 259, 142, 401, 0.9, '2023-06-01'),
('2022-11-06', 326327, 284, 227, 511, 134, 79, 213, 0.9, '2023-06-01'),
('2022-11-06', -1, 117, 94, 211, 124, 41, 165, 0.9, '2023-06-01'),
('2022-11-07', 327193, 298, 70, 368, 242, 51, 293, 0.9, '2023-06-01'),
('2022-11-07', 245971, 101, 25, 126, 225, 152, 377, 0.9, '2023-06-01'),
('2022-11-07', 245871, 74, 34, 108, 265, 192, 457, 0.9, '2023-06-01'),
('2022-11-07', 326932, 233, 143, 376, 62, 22, 84, 0.9, '2023-06-01'),
('2022-11-07', 326327, 198, 34, 232, 82, 57, 139, 0.9, '2023-06-01'),
('2022-11-07', -1, 102, 68, 170, 185, 112, 297, 0.9, '2023-06-01'),
('2022-11-08', 327193, 54, 54, 108, 133, 107, 240, 0.9, '2023-06-01'),
('2022-11-08', 245971, 113, 50, 163, 214, 184, 398, 0.9, '2023-06-01'),
('2022-11-08', 245871, 59, 33, 92, 217, 138, 355, 0.9, '2023-06-01'),
('2022-11-08', 326932, 167, 112, 279, 260, 50, 310, 0.9, '2023-06-01'),
('2022-11-08', 326327, 168, 31, 199, 193, 137, 330, 0.9, '2023-06-01'),
('2022-11-08', -1, 259, 118, 377, 181, 31, 212, 0.9, '2023-06-01'),
('2022-11-09', 327193, 281, 243, 524, 258, 209, 467, 0.9, '2023-06-01'),
('2022-11-09', 245971, 109, 36, 145, 95, 91, 186, 0.9, '2023-06-01'),
('2022-11-09', 245871, 81, 35, 116, 62, 52, 114, 0.9, '2023-06-01'),
('2022-11-09', 326932, 295, 81, 376, 272, 221, 493, 0.9, '2023-06-01'),
('2022-11-09', 326327, 85, 56, 141, 109, 89, 198, 0.9, '2023-06-01'),
('2022-11-09', -1, 286, 48, 334, 183, 177, 360, 0.9, '2023-06-01'),
('2022-11-10', 327193, 267, 122, 389, 106, 74, 180, 0.9, '2023-06-01'),
('2022-11-10', 245971, 65, 37, 102, 198, 79, 277, 0.9, '2023-06-01'),
('2022-11-10', 245871, 92, 44, 136, 285, 32, 317, 0.9, '2023-06-01'),
('2022-11-10', 326932, 170, 69, 239, 174, 153, 327, 0.9, '2023-06-01'),
('2022-11-10', 326327, 180, 74, 254, 290, 93, 383, 0.9, '2023-06-01'),
('2022-11-10', -1, 144, 118, 262, 269, 147, 416, 0.9, '2023-06-01'),
('2022-11-11', 327193, 250, 72, 322, 245, 170, 415, 0.9, '2023-06-01'),
('2022-11-11', 245971, 157, 146, 303, 227, 63, 290, 0.9, '2023-06-01'),
('2022-11-11', 245871, 187, 148, 335, 278, 31, 309, 0.9, '2023-06-01'),
('2022-11-11', 326932, 265, 227, 492, 73, 41, 114, 0.9, '2023-06-01'),
('2022-11-11', 326327, 270, 151, 421, 294, 179, 473, 0.9, '2023-06-01'),
('2022-11-11', -1, 193, 177, 370, 271, 211, 482, 0.9, '2023-06-01'),
('2022-11-12', 327193, 81, 38, 119, 53, 23, 76, 0.9, '2023-06-01'),
('2022-11-12', 245971, 127, 18, 145, 283, 88, 371, 0.9, '2023-06-01'),
('2022-11-12', 245871, 245, 208, 453, 236, 134, 370, 0.9, '2023-06-01'),
('2022-11-12', 326932, 299, 209, 508, 167, 153, 320, 0.9, '2023-06-01'),
('2022-11-12', 326327, 244, 32, 276, 296, 164, 460, 0.9, '2023-06-01'),
('2022-11-12', -1, 237, 196, 433, 139, 53, 192, 0.9, '2023-06-01'),
('2022-11-13', 327193, 64, 61, 125, 211, 82, 293, 0.9, '2023-06-01'),
('2022-11-13', 245971, 264, 63, 327, 181, 140, 321, 0.9, '2023-06-01'),
('2022-11-13', 245871, 142, 50, 192, 226, 203, 429, 0.9, '2023-06-01'),
('2022-11-13', 326932, 99, 58, 157, 223, 31, 254, 0.9, '2023-06-01'),
('2022-11-13', 326327, 186, 179, 365, 56, 36, 92, 0.9, '2023-06-01'),
('2022-11-13', -1, 63, 32, 95, 276, 260, 536, 0.9, '2023-06-01'),
('2022-11-14', 327193, 270, 204, 474, 217, 11, 228, 0.9, '2023-06-01'),
('2022-11-14', 245971, 103, 46, 149, 160, 63, 223, 0.9, '2023-06-01'),
('2022-11-14', 245871, 259, 234, 493, 220, 128, 348, 0.9, '2023-06-01'),
('2022-11-14', 326932, 229, 103, 332, 250, 249, 499, 0.9, '2023-06-01'),
('2022-11-14', 326327, 229, 163, 392, 270, 98, 368, 0.9, '2023-06-01'),
('2022-11-14', -1, 136, 42, 178, 124, 26, 150, 0.9, '2023-06-01'),
('2022-11-15', 327193, 58, 12, 70, 148, 17, 165, 0.9, '2023-06-01'),
('2022-11-15', 245971, 234, 201, 435, 112, 97, 209, 0.9, '2023-06-01'),
('2022-11-15', 245871, 73, 46, 119, 274, 260, 534, 0.9, '2023-06-01'),
('2022-11-15', 326932, 188, 28, 216, 108, 103, 211, 0.9, '2023-06-01'),
('2022-11-15', 326327, 251, 98, 349, 212, 101, 313, 0.9, '2023-06-01'),
('2022-11-15', -1, 86, 19, 105, 178, 30, 208, 0.9, '2023-06-01'),
('2022-11-16', 327193, 119, 119, 238, 79, 23, 102, 0.9, '2023-06-01'),
('2022-11-16', 245971, 55, 14, 69, 74, 41, 115, 0.9, '2023-06-01'),
('2022-11-16', 245871, 255, 96, 351, 63, 61, 124, 0.9, '2023-06-01'),
('2022-11-16', 326932, 288, 230, 518, 105, 10, 115, 0.9, '2023-06-01'),
('2022-11-16', 326327, 267, 99, 366, 283, 192, 475, 0.9, '2023-06-01'),
('2022-11-16', -1, 185, 169, 354, 121, 15, 136, 0.9, '2023-06-01'),
('2022-11-17', 327193, 148, 39, 187, 71, 69, 140, 0.9, '2023-06-01'),
('2022-11-17', 245971, 170, 130, 300, 274, 87, 361, 0.9, '2023-06-01'),
('2022-11-17', 245871, 300, 174, 474, 174, 78, 252, 0.9, '2023-06-01'),
('2022-11-17', 326932, 162, 106, 268, 219, 132, 351, 0.9, '2023-06-01'),
('2022-11-17', 326327, 176, 92, 268, 95, 91, 186, 0.9, '2023-06-01'),
('2022-11-17', -1, 193, 160, 353, 158, 34, 192, 0.9, '2023-06-01'),
('2022-11-18', 327193, 137, 85, 222, 200, 80, 280, 0.9, '2023-06-01'),
('2022-11-18', 245971, 93, 17, 110, 69, 67, 136, 0.9, '2023-06-01'),
('2022-11-18', 245871, 256, 191, 447, 54, 31, 85, 0.9, '2023-06-01'),
('2022-11-18', 326932, 93, 71, 164, 89, 15, 104, 0.9, '2023-06-01'),
('2022-11-18', 326327, 91, 31, 122, 251, 66, 317, 0.9, '2023-06-01'),
('2022-11-18', -1, 261, 161, 422, 82, 24, 106, 0.9, '2023-06-01'),
('2022-11-19', 327193, 257, 84, 341, 128, 67, 195, 0.9, '2023-06-01'),
('2022-11-19', 245971, 205, 60, 265, 129, 32, 161, 0.9, '2023-06-01'),
('2022-11-19', 245871, 154, 101, 255, 154, 95, 249, 0.9, '2023-06-01'),
('2022-11-19', 326932, 229, 213, 442, 243, 200, 443, 0.9, '2023-06-01'),
('2022-11-19', 326327, 299, 291, 590, 190, 153, 343, 0.9, '2023-06-01'),
('2022-11-19', -1, 177, 94, 271, 226, 200, 426, 0.9, '2023-06-01'),
('2022-11-20', 327193, 119, 52, 171, 206, 135, 341, 0.9, '2023-06-01'),
('2022-11-20', 245971, 179, 124, 303, 290, 60, 350, 0.9, '2023-06-01'),
('2022-11-20', 245871, 68, 41, 109, 237, 44, 281, 0.9, '2023-06-01'),
('2022-11-20', 326932, 123, 99, 222, 146, 127, 273, 0.9, '2023-06-01'),
('2022-11-20', 326327, 278, 23, 301, 171, 92, 263, 0.9, '2023-06-01'),
('2022-11-20', -1, 125, 109, 234, 183, 29, 212, 0.9, '2023-06-01'),
('2022-11-21', 327193, 299, 130, 429, 165, 78, 243, 0.9, '2023-06-01'),
('2022-11-21', 245971, 208, 35, 243, 275, 122, 397, 0.9, '2023-06-01'),
('2022-11-21', 245871, 146, 35, 181, 86, 58, 144, 0.9, '2023-06-01'),
('2022-11-21', 326932, 122, 14, 136, 192, 82, 274, 0.9, '2023-06-01'),
('2022-11-21', 326327, 242, 47, 289, 189, 48, 237, 0.9, '2023-06-01'),
('2022-11-21', -1, 69, 50, 119, 186, 11, 197, 0.9, '2023-06-01'),
('2022-11-22', 327193, 66, 48, 114, 100, 24, 124, 0.9, '2023-06-01'),
('2022-11-22', 245971, 192, 71, 263, 85, 32, 117, 0.9, '2023-06-01'),
('2022-11-22', 245871, 152, 34, 186, 146, 61, 207, 0.9, '2023-06-01'),
('2022-11-22', 326932, 267, 110, 377, 265, 46, 311, 0.9, '2023-06-01'),
('2022-11-22', 326327, 152, 67, 219, 300, 221, 521, 0.9, '2023-06-01'),
('2022-11-22', -1, 185, 127, 312, 115, 14, 129, 0.9, '2023-06-01'),
('2022-11-23', 327193, 147, 97, 244, 94, 28, 122, 0.9, '2023-06-01'),
('2022-11-23', 245971, 277, 161, 438, 85, 34, 119, 0.9, '2023-06-01'),
('2022-11-23', 245871, 96, 24, 120, 296, 282, 578, 0.9, '2023-06-01'),
('2022-11-23', 326932, 135, 32, 167, 105, 20, 125, 0.9, '2023-06-01'),
('2022-11-23', 326327, 125, 60, 185, 194, 125, 319, 0.9, '2023-06-01'),
('2022-11-23', -1, 81, 67, 148, 263, 208, 471, 0.9, '2023-06-01'),
('2022-11-24', 327193, 282, 182, 464, 143, 21, 164, 0.9, '2023-06-01'),
('2022-11-24', 245971, 233, 164, 397, 107, 48, 155, 0.9, '2023-06-01'),
('2022-11-24', 245871, 242, 202, 444, 174, 90, 264, 0.9, '2023-06-01'),
('2022-11-24', 326932, 73, 48, 121, 230, 117, 347, 0.9, '2023-06-01'),
('2022-11-24', 326327, 272, 39, 311, 78, 23, 101, 0.9, '2023-06-01'),
('2022-11-24', -1, 141, 106, 247, 124, 45, 169, 0.9, '2023-06-01'),
('2022-11-25', 327193, 126, 118, 244, 59, 46, 105, 0.9, '2023-06-01'),
('2022-11-25', 245971, 177, 116, 293, 171, 81, 252, 0.9, '2023-06-01'),
('2022-11-25', 245871, 294, 169, 463, 147, 78, 225, 0.9, '2023-06-01'),
('2022-11-25', 326932, 181, 117, 298, 298, 243, 541, 0.9, '2023-06-01'),
('2022-11-25', 326327, 135, 98, 233, 71, 52, 123, 0.9, '2023-06-01'),
('2022-11-25', -1, 261, 56, 317, 286, 241, 527, 0.9, '2023-06-01'),
('2022-11-26', 327193, 107, 15, 122, 157, 65, 222, 0.9, '2023-06-01'),
('2022-11-26', 245971, 86, 70, 156, 56, 29, 85, 0.9, '2023-06-01'),
('2022-11-26', 245871, 61, 15, 76, 57, 29, 86, 0.9, '2023-06-01'),
('2022-11-26', 326932, 60, 41, 101, 92, 10, 102, 0.9, '2023-06-01'),
('2022-11-26', 326327, 110, 97, 207, 185, 103, 288, 0.9, '2023-06-01'),
('2022-11-26', -1, 288, 35, 323, 104, 92, 196, 0.9, '2023-06-01'),
('2022-11-27', 327193, 295, 251, 546, 74, 38, 112, 0.9, '2023-06-01'),
('2022-11-27', 245971, 187, 89, 276, 295, 42, 337, 0.9, '2023-06-01'),
('2022-11-27', 245871, 150, 135, 285, 239, 14, 253, 0.9, '2023-06-01'),
('2022-11-27', 326932, 201, 39, 240, 179, 69, 248, 0.9, '2023-06-01'),
('2022-11-27', 326327, 113, 40, 153, 103, 15, 118, 0.9, '2023-06-01'),
('2022-11-27', -1, 202, 174, 376, 241, 220, 461, 0.9, '2023-06-01'),
('2022-11-28', 327193, 175, 147, 322, 213, 161, 374, 0.9, '2023-06-01'),
('2022-11-28', 245971, 179, 99, 278, 191, 29, 220, 0.9, '2023-06-01'),
('2022-11-28', 245871, 256, 158, 414, 68, 38, 106, 0.9, '2023-06-01'),
('2022-11-28', 326932, 227, 184, 411, 97, 44, 141, 0.9, '2023-06-01'),
