INSERT INTO `lucky_cooperation`.`t_actuality_cup_total_week` (`week_id`, `wh_dept_id`, `type`, `cup_amount`, `create_user`, `create_time`, `update_user`, `update_time`) VALUES 
('93', '326932', '20', 12.959969773869933, 1, '2023-06-01', 1, '2023-06-01'),
('94', '326932', '20', 17.530707760625294, 1, '2023-06-01', 1, '2023-06-01'),
('95', '326932', '20', 5.20277208053397, 1, '2023-06-01', 1, '2023-06-01'),
('96', '326932', '20', 0.34363696031882274, 1, '2023-06-01', 1, '2023-06-01'),
('97', '326932', '20', 6.750020486844999, 1, '2023-06-01', 1, '2023-06-01'),
('98', '326932', '20', 9.760036926967446, 1, '2023-06-01', 1, '2023-06-01'),
('2', '326327', '20', 13.381494409383585, 1, '2023-06-01', 1, '2023-06-01'),
('3', '326327', '20', 13.543345575344315, 1, '2023-06-01', 1, '2023-06-01'),
('4', '326327', '20', 9.184823890380718, 1, '2023-06-01', 1, '2023-06-01'),
('5', '326327', '20', 3.5356681638159504, 1, '2023-06-01', 1, '2023-06-01'),
('6', '326327', '20', 15.176395098483015, 1, '2023-06-01', 1, '2023-06-01'),
('7', '326327', '20', 7.647392541980713, 1, '2023-06-01', 1, '2023-06-01'),
('8', '326327', '20', 10.883738290914614, 1, '2023-06-01', 1, '2023-06-01'),
('9', '326327', '20', 8.333790432697171, 1, '2023-06-01', 1, '2023-06-01'),
('10', '326327', '20', 13.727131025137172, 1, '2023-06-01', 1, '2023-06-01'),
('11', '326327', '20', 4.9894498316127684, 1, '2023-06-01', 1, '2023-06-01'),
('12', '326327', '20', 1.5882759523531997, 1, '2023-06-01', 1, '2023-06-01'),
('13', '326327', '20', 6.9610835669702205, 1, '2023-06-01', 1, '2023-06-01'),
('14', '326327', '20', 2.0725932027480987, 1, '2023-06-01', 1, '2023-06-01'),
('15', '326327', '20', 19.1090655887007, 1, '2023-06-01', 1, '2023-06-01'),
('16', '326327', '20', 4.0524348799520755, 1, '2023-06-01', 1, '2023-06-01'),
('17', '326327', '20', 19.464704248182326, 1, '2023-06-01', 1, '2023-06-01'),
('18', '326327', '20', 7.938377388589495, 1, '2023-06-01', 1, '2023-06-01'),
('19', '326327', '20', 6.701137336891003, 1, '2023-06-01', 1, '2023-06-01'),
('20', '326327', '20', 6.14235930713418, 1, '2023-06-01', 1, '2023-06-01'),
('21', '326327', '20', 11.614921842500273, 1, '2023-06-01', 1, '2023-06-01'),
('22', '326327', '20', 14.4374082261626, 1, '2023-06-01', 1, '2023-06-01'),
('23', '326327', '20', 13.740434608035496, 1, '2023-06-01', 1, '2023-06-01'),
('24', '326327', '20', 14.34795839542886, 1, '2023-06-01', 1, '2023-06-01'),
('25', '326327', '20', 8.144055354062651, 1, '2023-06-01', 1, '2023-06-01'),
('26', '326327', '20', 9.454852162869713, 1, '2023-06-01', 1, '2023-06-01'),
('27', '326327', '20', 6.554706169198616, 1, '2023-06-01', 1, '2023-06-01'),
('28', '326327', '20', 13.822504204468022, 1, '2023-06-01', 1, '2023-06-01'),
('29', '326327', '20', 13.041286707192976, 1, '2023-06-01', 1, '2023-06-01'),
('30', '326327', '20', 6.508598980550763, 1, '2023-06-01', 1, '2023-06-01'),
('31', '326327', '20', 4.53782480427094, 1, '2023-06-01', 1, '2023-06-01'),
('32', '326327', '20', 10.792070142279272, 1, '2023-06-01', 1, '2023-06-01'),
('33', '326327', '20', 16.723780076561447, 1, '2023-06-01', 1, '2023-06-01'),
('34', '326327', '20', 1.9444623721594678, 1, '2023-06-01', 1, '2023-06-01'),
('35', '326327', '20', 1.360995399082272, 1, '2023-06-01', 1, '2023-06-01'),
('36', '326327', '20', 12.90821388480705, 1, '2023-06-01', 1, '2023-06-01'),
('37', '326327', '20', 9.641393456086282, 1, '2023-06-01', 1, '2023-06-01'),
('38', '326327', '20', 0.4762059044523026, 1, '2023-06-01', 1, '2023-06-01'),
('39', '326327', '20', 0.8785341542470171, 1, '2023-06-01', 1, '2023-06-01'),
('40', '326327', '20', 10.406605685444873, 1, '2023-06-01', 1, '2023-06-01'),
('41', '326327', '20', 0.7589854209327074, 1, '2023-06-01', 1, '2023-06-01'),
('42', '326327', '20', 12.825477492681062, 1, '2023-06-01', 1, '2023-06-01'),
('43', '326327', '20', 7.907195262273492, 1, '2023-06-01', 1, '2023-06-01'),
('44', '326327', '20', 11.034147557122509, 1, '2023-06-01', 1, '2023-06-01'),
('45', '326327', '20', 2.357325938710846, 1, '2023-06-01', 1, '2023-06-01'),
('46', '326327', '20', 5.398133092955854, 1, '2023-06-01', 1, '2023-06-01'),
('47', '326327', '20', 13.142046560526136, 1, '2023-06-01', 1, '2023-06-01'),
('48', '326327', '20', 14.892343287711906, 1, '2023-06-01', 1, '2023-06-01'),
('49', '326327', '20', 8.900703071671751, 1, '2023-06-01', 1, '2023-06-01'),
('50', '326327', '20', 16.60020491673449, 1, '2023-06-01', 1, '2023-06-01'),
('51', '326327', '20', 17.80990860620865, 1, '2023-06-01', 1, '2023-06-01'),
('52', '326327', '20', 19.165652734771765, 1, '2023-06-01', 1, '2023-06-01'),
('53', '326327', '20', 7.537308718943443, 1, '2023-06-01', 1, '2023-06-01'),
('54', '326327', '20', 15.630684980983208, 1, '2023-06-01', 1, '2023-06-01'),
('55', '326327', '20', 11.778239023135054, 1, '2023-06-01', 1, '2023-06-01'),
('56', '326327', '20', 0.10686347540624475, 1, '2023-06-01', 1, '2023-06-01'),
('57', '326327', '20', 4.617652904243517, 1, '2023-06-01', 1, '2023-06-01'),
('58', '326327', '20', 13.315771509010382, 1, '2023-06-01', 1, '2023-06-01'),
('59', '326327', '20', 3.287934862004278, 1, '2023-06-01', 1, '2023-06-01'),
('60', '326327', '20', 5.436078628015844, 1, '2023-06-01', 1, '2023-06-01'),
('61', '326327', '20', 6.282256224838518, 1, '2023-06-01', 1, '2023-06-01'),
('62', '326327', '20', 5.21204877460441, 1, '2023-06-01', 1, '2023-06-01'),
('63', '326327', '20', 2.498976960170405, 1, '2023-06-01', 1, '2023-06-01'),
('64', '326327', '20', 1.1218560143196976, 1, '2023-06-01', 1, '2023-06-01'),
('65', '326327', '20', 17.683048358059366, 1, '2023-06-01', 1, '2023-06-01'),
('66', '326327', '20', 6.972546956832502, 1, '2023-06-01', 1, '2023-06-01'),
('67', '326327', '20', 1.5409343334287562, 1, '2023-06-01', 1, '2023-06-01'),
('68', '326327', '20', 7.295752817699583, 1, '2023-06-01', 1, '2023-06-01'),
('69', '326327', '20', 19.82167372858024, 1, '2023-06-01', 1, '2023-06-01'),
('70', '326327', '20', 3.4871450736874654, 1, '2023-06-01', 1, '2023-06-01'),
('71', '326327', '20', 9.237435099907621, 1, '2023-06-01', 1, '2023-06-01'),
('72', '326327', '20', 1.7806932904754946, 1, '2023-06-01', 1, '2023-06-01'),
('73', '326327', '20', 0.016053023344460016, 1, '2023-06-01', 1, '2023-06-01'),
('74', '326327', '20', 15.110298978563495, 1, '2023-06-01', 1, '2023-06-01'),
('75', '326327', '20', 12.838594581075938, 1, '2023-06-01', 1, '2023-06-01'),
('76', '326327', '20', 1.098790746650924, 1, '2023-06-01', 1, '2023-06-01'),
('77', '326327', '20', 11.919451986242418, 1, '2023-06-01', 1, '2023-06-01'),
('78', '326327', '20', 13.726407168703634, 1, '2023-06-01', 1, '2023-06-01'),
('79', '326327', '20', 18.14752835217622, 1, '2023-06-01', 1, '2023-06-01'),
('80', '326327', '20', 0.17416636216122106, 1, '2023-06-01', 1, '2023-06-01'),
('81', '326327', '20', 4.551669700648445, 1, '2023-06-01', 1, '2023-06-01'),
('82', '326327', '20', 16.659761730899124, 1, '2023-06-01', 1, '2023-06-01'),
('83', '326327', '20', 16.787987810225726, 1, '2023-06-01', 1, '2023-06-01'),
('84', '326327', '20', 0.04327583696237758, 1, '2023-06-01', 1, '2023-06-01'),
('85', '326327', '20', 13.22221692945569, 1, '2023-06-01', 1, '2023-06-01'),
('86', '326327', '20', 8.595171489813103, 1, '2023-06-01', 1, '2023-06-01'),
('87', '326327', '20', 5.556426098162877, 1, '2023-06-01', 1, '2023-06-01'),
('88', '326327', '20', 7.306713793983555, 1, '2023-06-01', 1, '2023-06-01'),
('89', '326327', '20', 17.20443356883048, 1, '2023-06-01', 1, '2023-06-01'),
('90', '326327', '20', 16.35846775265968, 1, '2023-06-01', 1, '2023-06-01'),
('91', '326327', '20', 17.211233617022977, 1, '2023-06-01', 1, '2023-06-01'),
('92', '326327', '20', 18.50548479445311, 1, '2023-06-01', 1, '2023-06-01'),
('93', '326327', '20', 8.472894650729284, 1, '2023-06-01', 1, '2023-06-01'),
('94', '326327', '20', 6.2976246758185646, 1, '2023-06-01', 1, '2023-06-01'),
('95', '326327', '20', 12.315580807991953, 1, '2023-06-01', 1, '2023-06-01'),
('96', '326327', '20', 15.621634283389088, 1, '2023-06-01', 1, '2023-06-01'),
('97', '326327', '20', 8.744086524799359, 1, '2023-06-01', 1, '2023-06-01'),
('98', '326327', '20', 2.267731550717851, 1, '2023-06-01', 1, '2023-06-01'),
('2', '-1', '20', 12.668331993488241, 1, '2023-06-01', 1, '2023-06-01'),
('3', '-1', '20', 12.484310818186872, 1, '2023-06-01', 1, '2023-06-01'),
('4', '-1', '20', 15.471679530076628, 1, '2023-06-01', 1, '2023-06-01'),
('5', '-1', '20', 8.42059461594918, 1, '2023-06-01', 1, '2023-06-01'),
('6', '-1', '20', 18.884709699635593, 1, '2023-06-01', 1, '2023-06-01'),
('7', '-1', '20', 11.822717850135195, 1, '2023-06-01', 1, '2023-06-01'),
('8', '-1', '20', 5.51486311157489, 1, '2023-06-01', 1, '2023-06-01'),
('9', '-1', '20', 6.749287468033504, 1, '2023-06-01', 1, '2023-06-01'),
('10', '-1', '20', 5.439264432591065, 1, '2023-06-01', 1, '2023-06-01'),
('11', '-1', '20', 9.35489924716348, 1, '2023-06-01', 1, '2023-06-01'),
('12', '-1', '20', 4.310875068180586, 1, '2023-06-01', 1, '2023-06-01'),
('13', '-1', '20', 0.053544743315994126, 1, '2023-06-01', 1, '2023-06-01'),
('14', '-1', '20', 18.540119056750044, 1, '2023-06-01', 1, '2023-06-01'),
('15', '-1', '20', 0.6569839175833891, 1, '2023-06-01', 1, '2023-06-01'),
('16', '-1', '20', 18.84883653067443, 1, '2023-06-01', 1, '2023-06-01'),
('17', '-1', '20', 11.124924578501481, 1, '2023-06-01', 1, '2023-06-01'),
('18', '-1', '20', 9.310136703335441, 1, '2023-06-01', 1, '2023-06-01'),
('19', '-1', '20', 13.491549825388011, 1, '2023-06-01', 1, '2023-06-01'),
('20', '-1', '20', 4.009338267735658, 1, '2023-06-01', 1, '2023-06-01'),
('21', '-1', '20', 3.177316598818418, 1, '2023-06-01', 1, '2023-06-01'),
('22', '-1', '20', 14.489671533263301, 1, '2023-06-01', 1, '2023-06-01'),
('23', '-1', '20', 1.3407754334658417, 1, '2023-06-01', 1, '2023-06-01'),
('24', '-1', '20', 8.490085298224281, 1, '2023-06-01', 1, '2023-06-01'),
('25', '-1', '20', 14.612365683685445, 1, '2023-06-01', 1, '2023-06-01'),
('26', '-1', '20', 6.101697083790672, 1, '2023-06-01', 1, '2023-06-01'),
('27', '-1', '20', 4.7598451337367305, 1, '2023-06-01', 1, '2023-06-01'),
('28', '-1', '20', 5.1160082113263545, 1, '2023-06-01', 1, '2023-06-01'),
('29', '-1', '20', 1.5360852509638412, 1, '2023-06-01', 1, '2023-06-01'),
('30', '-1', '20', 5.60114815936206, 1, '2023-06-01', 1, '2023-06-01'),
('31', '-1', '20', 15.848820861822528, 1, '2023-06-01', 1, '2023-06-01'),
('32', '-1', '20', 7.356896676125224, 1, '2023-06-01', 1, '2023-06-01'),
('33', '-1', '20', 7.028312684675271, 1, '2023-06-01', 1, '2023-06-01'),
('34', '-1', '20', 7.505294104346822, 1, '2023-06-01', 1, '2023-06-01'),
('35', '-1', '20', 5.689334377761908, 1, '2023-06-01', 1, '2023-06-01'),
('36', '-1', '20', 14.393590217840748, 1, '2023-06-01', 1, '2023-06-01'),
('37', '-1', '20', 18.216958521589167, 1, '2023-06-01', 1, '2023-06-01'),
('38', '-1', '20', 11.612578398262766, 1, '2023-06-01', 1, '2023-06-01'),
('39', '-1', '20', 8.428621320861616, 1, '2023-06-01', 1, '2023-06-01'),
('40', '-1', '20', 16.460944509713315, 1, '2023-06-01', 1, '2023-06-01'),
('41', '-1', '20', 9.110550723818191, 1, '2023-06-01', 1, '2023-06-01'),
('42', '-1', '20', 9.606140487439172, 1, '2023-06-01', 1, '2023-06-01'),
('43', '-1', '20', 14.332904135212502, 1, '2023-06-01', 1, '2023-06-01'),
('44', '-1', '20', 18.5616794478658, 1, '2023-06-01', 1, '2023-06-01'),
('45', '-1', '20', 7.025339033014452, 1, '2023-06-01', 1, '2023-06-01'),
('46', '-1', '20', 1.6552834810888961, 1, '2023-06-01', 1, '2023-06-01'),
('47', '-1', '20', 8.039638379104993, 1, '2023-06-01', 1, '2023-06-01'),
('48', '-1', '20', 19.743620875858745, 1, '2023-06-01', 1, '2023-06-01'),
('49', '-1', '20', 8.049316825475756, 1, '2023-06-01', 1, '2023-06-01'),
('50', '-1', '20', 13.947448928529704, 1, '2023-06-01', 1, '2023-06-01'),
('51', '-1', '20', 14.115538277494759, 1, '2023-06-01', 1, '2023-06-01'),
('52', '-1', '20', 9.460079015870491, 1, '2023-06-01', 1, '2023-06-01'),
('53', '-1', '20', 8.20488054146858, 1, '2023-06-01', 1, '2023-06-01'),
('54', '-1', '20', 14.20241959831429, 1, '2023-06-01', 1, '2023-06-01'),
('55', '-1', '20', 18.93392235732289, 1, '2023-06-01', 1, '2023-06-01'),
('56', '-1', '20', 8.232858371178542, 1, '2023-06-01', 1, '2023-06-01'),
('57', '-1', '20', 19.56550855430909, 1, '2023-06-01', 1, '2023-06-01'),
('58', '-1', '20', 14.170662341361835, 1, '2023-06-01', 1, '2023-06-01'),
('59', '-1', '20', 19.42680875400731, 1, '2023-06-01', 1, '2023-06-01'),
('60', '-1', '20', 17.834243861596192, 1, '2023-06-01', 1, '2023-06-01'),
('61', '-1', '20', 19.489426706556948, 1, '2023-06-01', 1, '2023-06-01'),
('62', '-1', '20', 9.500950300504519, 1, '2023-06-01', 1, '2023-06-01'),
('63', '-1', '20', 11.310235248410248, 1, '2023-06-01', 1, '2023-06-01'),
('64', '-1', '20', 8.289524412543143, 1, '2023-06-01', 1, '2023-06-01'),
('65', '-1', '20', 8.937785194885068, 1, '2023-06-01', 1, '2023-06-01'),
('66', '-1', '20', 19.184822918264224, 1, '2023-06-01', 1, '2023-06-01'),
('67', '-1', '20', 15.414617105862265, 1, '2023-06-01', 1, '2023-06-01'),
('68', '-1', '20', 0.17192068017503725, 1, '2023-06-01', 1, '2023-06-01'),
('69', '-1', '20', 7.73034443369893, 1, '2023-06-01', 1, '2023-06-01'),
('70', '-1', '20', 5.737076043301698, 1, '2023-06-01', 1, '2023-06-01'),
('71', '-1', '20', 12.937244103885885, 1, '2023-06-01', 1, '2023-06-01'),
('72', '-1', '20', 18.721945509219847, 1, '2023-06-01', 1, '2023-06-01'),
('73', '-1', '20', 4.988501296691412, 1, '2023-06-01', 1, '2023-06-01'),
('74', '-1', '20', 14.371976979387224, 1, '2023-06-01', 1, '2023-06-01'),
('75', '-1', '20', 17.536434171991942, 1, '2023-06-01', 1, '2023-06-01'),
('76', '-1', '20', 8.192329974298772, 1, '2023-06-01', 1, '2023-06-01'),
('77', '-1', '20', 18.375348536483646, 1, '2023-06-01', 1, '2023-06-01'),
('78', '-1', '20', 18.009354011462552, 1, '2023-06-01', 1, '2023-06-01'),
('79', '-1', '20', 18.336704153019348, 1, '2023-06-01', 1, '2023-06-01'),
('80', '-1', '20', 7.158750759994142, 1, '2023-06-01', 1, '2023-06-01'),
('81', '-1', '20', 14.633527443285303, 1, '2023-06-01', 1, '2023-06-01'),
('82', '-1', '20', 0.10684057088939936, 1, '2023-06-01', 1, '2023-06-01'),
('83', '-1', '20', 2.2591006574087613, 1, '2023-06-01', 1, '2023-06-01'),
('84', '-1', '20', 5.658959337081974, 1, '2023-06-01', 1, '2023-06-01'),
('85', '-1', '20', 2.466705485905911, 1, '2023-06-01', 1, '2023-06-01'),
('86', '-1', '20', 3.3890987693321994, 1, '2023-06-01', 1, '2023-06-01'),
('87', '-1', '20', 3.2718898548784026, 1, '2023-06-01', 1, '2023-06-01'),
('88', '-1', '20', 9.858693746928777, 1, '2023-06-01', 1, '2023-06-01'),
('89', '-1', '20', 19.2922008750331, 1, '2023-06-01', 1, '2023-06-01'),
('90', '-1', '20', 12.939881638388918, 1, '2023-06-01', 1, '2023-06-01'),
('91', '-1', '20', 11.618571982069753, 1, '2023-06-01', 1, '2023-06-01'),
('92', '-1', '20', 12.116275345668111, 1, '2023-06-01', 1, '2023-06-01'),
('93', '-1', '20', 3.8985333160335722, 1, '2023-06-01', 1, '2023-06-01'),
('94', '-1', '20', 8.161415404822796, 1, '2023-06-01', 1, '2023-06-01'),
('95', '-1', '20', 14.242186096401646, 1, '2023-06-01', 1, '2023-06-01'),
('96', '-1', '20', 15.755728232178415, 1, '2023-06-01', 1, '2023-06-01'),
('97', '-1', '20', 8.725404343792174, 1, '2023-06-01', 1, '2023-06-01'),
('98', '-1', '20', 16.95196377083115, 1, '2023-06-01', 1, '2023-06-01'),
